"Missing?","GARDENID","2002 Settlement Decision","Current Name","Address","Fixed Address","Borough","Latitude","Longitude","Zip","Geocode Accuracy","Boro","CB","CD","Neighborhood","CrossStreets","YearFounded","Open_Hours","Approximate area or dimensions of garden (for example, 25 ft. x 100 ft or 2500 sq. ft.):","Garden Website","Languages_Spoken","Membership","NumberOfMembers","Waiting_List","Dues","Description","DescripSource","BeforeTheGarden","Land Jurisdiction","Grows Food","PercentEdible","Used by growers","Donated","Sold","Sold at a Market","OtherFoodUse","Tomato","Onion","Radish","Summer Squash","Winter Squash","Cucumber","Broccoli","Bitter Melon","Beet","Honeydew","Cantaloupe","Sweet Peppers","Jalapeño","Habañero","Cayenne","Turnip","Pumpkin","Carrot","Garlic","Parsnip","Potato","Artichoke","Asparagus","Cabbage","Brussell Sprouts","Cauliflower","Celery","Beans","Eggplant","Peas","Scallion","Hardy Kiwi","Grape","Currant","Elderberry","Blackberry","Gooseberry","Strawberry","Blueberry","Rhubarb","Watermelon","Raspberry","Corn","OtherVeggie","Amaranth","Arugula","Bok Choy","Chard","Collard","Endive","Kale","Lamb's Quarters","Lettuce","Mache","Spinach","Mesclun","Other (please specify)","Peach","Cherry","Apple","Apricot","Nectarine","Mulberry","Plum","Fig","Pear","Crabapple","OtherFruitTree","Basil","Chamomile","Chive","Comfrey","Cilantro","Dill","Echinacea","Epazote","Fennel","Horseradish","Lavender","Lemongrass","Lleva buena","Marjoram","Mint","Oregano","Parsley","Sage","Thyme","OtherHerb","Shade Trees","Ornamental Plantings and Flowers","Botanical Garden","Shrubs","Native Plant Garden","Water Garden","OtherNonEdible","CurrentCompost","PastCompost","FutureCompost","CompostNotes","CompostGardenMembersOnly","CompostGardenMembers & neighborhood residents","CompostPublic","CompostParticipationNotes","Toolshed","Greenhouse or Hoop House","Chicken Coop","Seating Area","Gazebo/Casita","Educational Signs","Raised Beds","Rainwater Catchment System","Pathways","Grill","Playground","Mural","Table(s)","Sculpture(s)","Stage","CompostingToilet","OtherStructures","Fence","OtherFence","Pond","Water Pump","Fish","Other Aquatic Life","OtherWaterBody","ConstructionNotes","Workshops","Arts & Crafts","Movies","Picnics","Performance","Educational Events","Barbecues","Concerts","Sports","Religious Activities","Private Events","Farmers' Markets","NoEvents","OtherEvents","CanRent","Members only (no non-members can rent garden)","Members and non-members can rent","Reservation only","Reservation & rental fee","InformalRent","If there is a rental fee, please indicate flat/hourly rate:","PartnersWSchool","Please list any partnering schools:","School garden/plot","School Educational events","School Regular visits by classes","In-school workshops","School Nothing yet, but we would like to","SchoolNotes","PartnersWCommGrp","Comm Garden workshops","Comm Off-site workshops","Comm Educational events","Comm Nothing yet, but we would like to","CommOther","PartnerGroup","HostsVolunteers","RandomNotes"
TRUE,477,"This Garden not included in Settlement","Roberto Clemente Community Garden","1272,1276,1280 Shakespeare Ave.","1280 Shakespeare Ave.","Bronx",40.839044,-73.922328,10452,"ROOFTOP",2,4,16,"HighBridge",,,"M-F: 9-4PM",,,"Spanish","speak to contact person",5,"no","no","Roberto Clemente Garden was started in 1984.  Operated in conjunction with several other community gardens on Shakespeare and Woodycrest Avenues, this garden group is attempting to clean up an entire neighborhood by transforming vacant lots into a community gardens.  Roberto Clemente garden produces food in raised beds and is filled with colorful flowers.  A large mural graces the side of an adjacent abandoned building.  The tenants associations of neighboring buildings and the Anderson Avenue HDFC. are instrumental in maintaining these community NYC Dept. of Parks & Recreation. ","Neighborhood Treasures for Sale 115 Community Gardens for Sale at New York City Public Auction, May 13, 1999.",,"TPL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,962,"Offer for Preservation","Rodale Pleasant Park Community Garden","437-39 E. 114th St./448-450 E. 115th St.","437-39 E. 114th St./448-450 E. 115th St.","Manhattan",40.794384,-73.934291,10029,"ROOFTOP",1,11,8,"East Harlem","between Pleasant and First Avenues",1992,"SSu 7am-5pm","9,800-square-ft","http://www.nyrp.org/Parks_and_Gardens/Community_Gardens.aspx","English","Call the phone number on our sign, attend garden meetings, ",27,"Yes","No","NYRP staff built and installed a number of innovative, eco-friendly amenities, including a 1,100-gallon rainwater collection system, one of the largest in the city.","GrowNYC Community Garden Survey 2009/2010"," Vacant Lot ","NYC Dept. of Parks & Recreation/NYRP","Yes","76-100%","Used by growers",,,,,"Tomato",,"Radish","Summer Squash",,,"Broccoli",,,,,"Sweet Peppers","Jalapeño","Habañero",,,,"Carrot","Garlic",,,,,"Cabbage",,,,"Beans",,"Peas",,,,,,,,,,,,"Raspberry",,"Papalo",,"Arugula","Bok Choy","Chard","Collard",,"Kale",,"Lettuce",,"Spinach",,,1,,1,,,,,,1,,,"Basil",,"Chive",,"Cilantro","Dill",,,,,,,,,"Mint",,"Parsley",,,,"Shade Trees","Ornamental Plantings and Flowers",,"Shrubs",,,,"Yes","Yes","Yes",,,"Garden members & neighborhood residents","Public",,"Toolshed",,,"Seating Area","Gazebo/Casita","Educational Signs","Raised Beds","Rainwater Catchment System","Pathways","Grill",,,"Table(s)",,,1,,"Iron",,,,,,"hydrant access and rainwater catchment system",,"Workshops",,,"Picnics",,"Educational Events","Barbecues",,,,,,,,"Yes",,"Members and non-members",,"Reservation & rental fee",,"$1,500/8 hour day (may be prorated)","No",,,,,,,,"Yes","Garden workshops",,"Educational events",,,"LES Ecology Center, CENYC, LSA group","No",
TRUE,187,"This Garden not included in Settlement","Rogers Tilden Veronica Place Block Association","2601-2603 Tilden Ave.","2601-2603 Tilden Ave.","Brooklyn",40.646985,-73.952480,11226,"ROOFTOP",3,17,40,"Prospect Park South",,,"7 days: 9-5pm",,,,"attend a meeting and speak to contact person",20,"No","yes","A vegetable and flower garden with cherry and apple trees, the group is even active in the winter, decorating the trees for Christmas.","New York City Community Gardens Neighborhood Directory Second Edition, Winter 2002",,"TPL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,573,"Parks","Sam and Sadie Koenig Garden","237 E. 7th Street","237 E. 7th Street","Manhattan",40.724087,-73.978338,10009,"ROOFTOP",1,3,2,"East Village","Avenue C and Avenue D","Before 1970",,"17x49 plus 8x49=1225",,"English","Call the phone number on our sign ",20,"No","Yes","Garden was founded in memory of the Koenigs who had lived in the house that was torn down. Two of their decendents belong to the garden group now. Narrow, shady space most congenial to trees, shrubs and public events.","GrowNYC Community Garden Survey 2009/2010"," Vacant Lot ","NYC Dept. of Parks & Recreation","No","0-25%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shade Trees",,,"Shrubs",,,,"Yes","Yes","Yes",,"Garden members only",,,,"Toolshed",,,"Seating Area",,,,,"Pathways",,,,,"Sculpture(s)",,,,"Iron",,,,,,,,,"Arts & Crafts",,,,,,"Concerts",,,"Private Events",,,,"Yes",,,"Reservation only",,,,"No",,,,,,,,,"Garden workshops",,,,,,"Yes","Because the garden is too shady for growing fruits and vegetables,it is used as an attractive natural setting and a place for neighborhood events."
TRUE,959,"Offer for Preservation","Santos White Garden","2110 Mermaid Avenue","2110 Mermaid Avenue","Brooklyn",40.576021,-73.988239,11224,"ROOFTOP",3,13,47,"Coney Island",,,"12:00-6:00pm",,,"Spanish","speak to contact person",16,"no","no","There are tree, shrubs, flowers and a variety of vegetables.","New York City Community Gardens Neighborhood Directory Second Edition, Winter 2002",,"NYC Dept. of Parks & Recreation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,1247,"This Garden not included in Settlement","Schaef Earth Garden","410 6th Avenue","410 6th Avenue","Brooklyn",40.668806,-73.983322,11215,"RANGE_INTERPOLATED",3,6,39,"Park Slope",,,"SUN: 9-2PM",,,,,0,,,"This is a totally organic garden used by many community groups for barbeques, receptions and meetings. The garden includes a compost area, nursery school play area, and a butterfly garden. The group hosts Earth Day events and a blessing of the animals on St. Francis Day in October.","New York City Community Gardens Neighborhood Directory Second Edition, Winter 2002",,"Private",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,163,"This Garden not included in Settlement","Schenectady Avenue Community Garden","87-91 Schenectady Avenue","87-91 Schenectady Avenue","Brooklyn",40.676201,-73.932890,11213,"ROOFTOP",3,8,36,"Crown Heights","Dean St",1999,,"2000 sq. ft.",,"English","Call the phone number on our sign, attend garden meetings, sign up on website",20,"No","No","In 2008 a group of local residents and permaculturists partnered with New York Restoration Project (NYRP) to more fully restore the site. In the first year since its resurrection as a permaculture demonstration project, 10 raised planting beds were installed to nurture a wide variety of heirloom fruits and vegetables. In addition, students from nearby P.S. 140 volunteer their time to help maintain the space, while they learn gardening and landscaping techniques that range from weeding to bulb planting. ","GrowNYC Community Garden Survey 2009/2010"," Vacant Lot ","NYRP","Yes","76-100%","Used by growers","Donated",,,,"Tomato","Onion","Radish","Summer Squash","Winter Squash","Cucumber","Broccoli",,"Beet",,,"Sweet Peppers","Jalapeño",,,,"Pumpkin","Carrot","Garlic",,"Potato",,,"Cabbage","Brussell Sprouts","Cauliflower",,"Beans","Eggplant","Peas","Scallion",,,"Currant","Elderberry",,,"Strawberry","Blueberry",,,"Raspberry",,,,"Arugula","Bok Choy","Chard","Collard",,"Kale","Lamb's Quarters","Lettuce",,"Spinach","Mesclun",,,,,,,,,,,,,"Basil","Chamomile","Chive","Comfrey","Cilantro","Dill",,,,,"Lavender",,,,"Mint",,"Parsley","Sage","Thyme",,"Shade Trees","Ornamental Plantings and Flowers",,"Shrubs",,,,"Yes","No","Yes",,"Garden members only",,,,"Toolshed",,,"Seating Area",,,"Raised Beds","Rainwater Catchment System","Pathways","Grill",,,"Table(s)",,,,,"Chain Link",,,,,,,,"Workshops","Arts & Crafts","Movies","Picnics","Performance","Educational Events","Barbecues",,,,"Private Events",,,,"No",,"Members and non-members","Reservation only","Reservation & rental fee","Informal",,"Yes",,,,,,,,"Yes",,,,,,,"Yes",
TRUE,110,"NYC Dept. of Parks & Recreation Open Space","Seabury M.B.D. Community Park","1700 Southern Blvd.","1700 Southern Blvd.","Bronx",40.837302,-73.887644,10460,"RANGE_INTERPOLATED",2,3,15,"Morrisania",,,"M-F 9:00am-5:00pm",,,"Spanish","speak to contact person",0,"no","no","MBD  (MidBronx Desperados) Community Park is open daily in good weather. Community members are welcome to use the basketball court and BBQ area. There are various ornamental plantings throughout the garden.  A beautiful scenic mural is painted on the wall.","CENYC Jan 2006",,"NYC Dept. of Parks & Recreation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,209,"This Garden not included in Settlement","Seagirt Community Group","3003 Seagirt Blvd.","3003 Seagirt Blvd.","Queens",40.595587,-73.763345,11691,"ROOFTOP",4,14,31,"Far Rockaway",,1992,"M 3pm-6pm, T 4pm-8pm, WF 3pm-7pm, R 4pm-7pm, S 1pm-5pm, Su 3pm-","6000 sq. ft.",,"English","Call the phone number on our sign, attend garden meetings, sign up on website",10,"No","No","Established in 1992, this garden is well-used by community members to grow and raise a variety of fresh vegetables and produce. Each summer and fall, local families harvest large amounts of tomatoes, peanuts, collard greens, pepper and corn, providing healthy meals and replenishing seasonal food supplies. The garden's most dedicated tenders are a small and mainly elderly group of neighborhood residents, many of whom live on fixed incomes and for whom the site is an important source of fresh produce.","GrowNYC Community Garden Survey 2009/2010"," Vacant Lot ","NYRP","Yes","76-100%","Used by growers",,,,,"Tomato","Onion","Radish","Summer Squash","Winter Squash","Cucumber","Broccoli",,"Beet",,,"Sweet Peppers","Jalapeño","Habañero",,,"Pumpkin","Carrot","Garlic",,"Potato",,,"Cabbage","Brussell Sprouts","Cauliflower",,"Beans","Eggplant","Peas",,,,,,,,,,,,,"Corn",,,,,"Chard","Collard",,"Kale",,"Lettuce",,"Spinach","Mesclun",,,,,,,,,,,,,"Basil","Chamomile","Chive",,"Cilantro","Dill","Echinacea",,,,,,,,"Mint","Oregano","Parsley","Sage","Thyme",,,,,,,,,"Yes","No","Yes",,,"Garden members & neighborhood residents",,,"Toolshed",,,"Seating Area",,,"Raised Beds","Rainwater Catchment System",,"Grill",,,"Table(s)",,,,,"Chain Link",,,,,,,,"Workshops",,,"Picnics",,"Educational Events","Barbecues",,,,,,,,"Yes",,"Members and non-members","Reservation only","Reservation & rental fee","Informal",,"No",,,,,,"Nothing yet, but we would like to",,"Yes","Garden workshops","Off-site workshops","Educational events",,,"Rockaway Waterfront Alliance","Yes",
FALSE,5111,,"Seasons of Vision","9-11 Rochester Avenue","9-11 Rochester Avenue","Brooklyn",40.678725,-73.927123,11233,"ROOFTOP",3,3,41,,"Herkimer St. and Fulton St.",2009,,,,"English, Spanish","At present we have no vacant beds. Call President Barbara Havercone at 718-774-7243",14,"No","No","10 Beds - 3 extra large beds and 7 standard beds - assorted vegetables are in the center of the garden. Perennials and shrubs are on the front line, but they do not obscure view into the garden. Clinging vines on the sides of the walls - A young apple tree in the center, 1 year old. This is the first time that a garden has been planted in this location. It has therefore been very challenging with getting the ground tilled from years of garbage, cars, debris, etc. Our garden has thrived and produced early in June and July because of unity in our endeavors.","GrowNYC Community Garden Survey 2009/2010"," Vacant Lot ","NYC Dept. of Parks & Recreation","Yes","76-100%","Used by growers",,,,"Shared with all members of church and some of our neighbors","Tomato",,,,"Winter Squash","Cucumber",,,,,,"Sweet Peppers","Jalapeño",,,,,,,,,,,"Cabbage",,,,"Beans","Eggplant","Peas",,,,,,,,,,,,,,,,,,,"Collard",,"Kale",,,,,,"mustard greens",,,1,,,,,,,,,"Basil",,,,,,,,,,,,,,,,,,,,,"Ornamental Plantings and Flowers",,"Shrubs",,,,"No","No","Maybe/Uncertain",,,,,,,,,"Seating Area",,,"Raised Beds","Rainwater Catchment System","Pathways",,"Playground",,,,,,,"Chain Link",,,"Water Pump",,,,,,,,,,,,,,"Religious Activities",,,,,"No",,,,,,,"No",,,,,,,,"No",,,,"Nothing yet, but we would like to","Not yet but we would like to have serious consulting even if they can't labor in the garden.","A Better Community Garden (Ms. Betty) has been contacted by Dr. Phyllis Nevels our assistant, and she walked through Better Community to ask questions and network resources in July. Ms. Betty and Ms. Diane came to one of our services in Boys & Girls High school.","No",
TRUE,193,"Offer for Preservation","Secret Garden","53 Loisaida Ave","53 Loisaida Ave","Manhattan",40.722327,-73.980162,10009,"RANGE_INTERPOLATED",1,3,2,"East Village",,,"Sat 12:00pm-dusk, when gardeners are present",,"http://www.200l1200.com","Spanish, English","Speak to contact person, work a certain number of hours",16,"no","Yes","No description available",,,"NYC Dept. of Parks & Recreation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,735,"Subject to Development","Senior Citizens Block Association of Mermaid","2917-2923 West 20th Street","2917-2923 West 20th Street","Brooklyn",40.575735,-73.986510,11224,"ROOFTOP",3,13,47,"Coney Island",,,,,,"Spanish","Ask someone in the garden",0,"no","no","No description available",,,"HPD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,1144,"Subject to Dev./No Dev. Cur. Planned","Senior Citizens Sculpture Garden","West 153rd St.","West 153rd St.","Manhattan",40.828758,-73.942322,,"Fixed by Eric (9/8)",1,9,7,"Washington Heights",,,"M-F: 9-4PM",,,,"Call Contact, Volunteer,",20,"no","no","No description available",,,"DEP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,536,"This Garden not included in Settlement","Serenity Gardens","522 West 146th Street","522 West 146th Street","Manhattan",40.826144,-73.948300,10031,"ROOFTOP",1,9,7,"Washington Heights",,,"not established",,,,"Call Contact,",0,"no","yes","Teachers from Public School 153, which is located across the street from the garden, bring three kindergarten classes to plant and care for the raised beds assigned to them.  The garden is also used by local residents as a meeting place.  Neighbors founded the garden in 1991.","Neighborhood Treasures for Sale 115 Community Gardens for Sale at New York City Public Auction, May 13, 1999.",,"TPL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,912,"Offer for Preservation","Sh'ma Yisrael","2084-90 Pacific Street","2084-90 Pacific Street","Brooklyn",40.675568,-73.916029,11233,"ROOFTOP",3,16,41,"Bed-Stuy",,,,,,,,0,"no","no","No description available",,,"NYC Dept. of Parks & Recreation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,555,"This Garden not included in Settlement","Sheffield South Block Assn. Garden","673 Sheffield Avenue","673 Sheffield Avenue","Brooklyn",40.660680,-73.892935,11207,"ROOFTOP",3,5,42,"East New York",,,"M-Sat&Sun: 8:30am-6:00pm",,,"Spanish, Guyanese","speak to contact person",13,"yes","no","For 5 years this garden has had regular visits from children from the nearby day care center. From tomatoes to pumpkins, a group of 8 adults grow all varieties of vegetables.  This garden�s new patio has witnessed countless domino and checker matches between local senior citizens.  The patio is also used for summer weekend barbeques and holiday festivals. Eighteen years ago neighbors came together to turn this small corner lot in East New York into a thriving community farm.  Today the garden boasts harvests of fresh vegetables from tomatoes to collard greens, as well as fresh cherries, pears and flowers.  Membership is mostly made up of senior citizens, many of whom have lived in the neighborhood since they were children.  Last year a new gazebo was built to shelter neighborhood gatherings.  Children from local PS 242 visit the garden to help with clean up activities and to learn about planting vegetables and fruits. ","Neighborhood Treasures for Sale 115 Community Gardens for Sale at New York City Public Auction, May 13, 1999.",,"TPL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,549,"Offer for Preservation","Sheild of Faith","79-85 Montauk Street","79-85 Montauk Street","Brooklyn",40.677441,-73.878458,11208,"ROOFTOP",3,5,37,"East New York",,,"M,W,F 10:00am-3:00pm",,,"Spanish","get on waiting list and speak to contact person",18,"yes","No","The garden hosts barbeques, neighborhood reunions, and occasionally a church service.","New York City Community Gardens Neighborhood Directory Second Edition, Winter 2002",,"NYC Dept. of Parks & Recreation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,377,"This Garden not included in Settlement","Sherman Avenue Association","957 Sherman Ave.","957 Sherman Ave.","Bronx",40.828379,-73.919022,10456,"RANGE_INTERPOLATED",2,4,16,,,,"M-Sun 10:00am-6L00pm",,,"Spanish","speak to contact and work a certain amount of hours",115,"Yes","No","Sherman Avenue Association was started in 1987.  This popular garden is very active in community affairs.  The garden volunteers sponsor a block party every year that is attended by hundreds of community residents and children.  The gardeners also participate in Neighborhood Watch programs and serve on the 44th Precinct Community Council. Due to their careful stewardship of the garden and the block, Sherman Avenue Association was able to have street trees planted on their street.  The garden serves children from P.S. 166 and several day care centers and also serves as a gathering space for area senior citizens.  This garden has the support of community board four to remain as a permanent garden site.","Neighborhood Treasures for Sale 115 Community Gardens for Sale at New York City Public Auction, May 13, 1999.",,"TPL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,302,"Offer for Preservation","Shiloh Garden Inc.","Monroe St. Bet. Tompkins & Marcy","Monroe St. Bet. Tompkins & Marcy","Brooklyn",40.686626,-73.942345,,"Fixed by Eric (9/8)",3,3,36,"Bedford Stuyvesent","Marcy and Tompkins Aves.",1985,"M-F: 11-2PM",,,,"Ask at Garden,",13,"No","No","No description available","GrowNYC Community Garden Survey 2009/2010",,"NYC Dept. of Parks & Recreation","Yes","26-50%","Used by growers","Donated",,,,"Tomato","Onion",,"Summer Squash","Winter Squash","Cucumber","Broccoli",,"Beet",,,"Sweet Peppers","Jalapeño","Habañero","Cayenne",,,"Carrot","Garlic",,"Potato",,,,,,,"Beans","Eggplant","Peas","Scallion",,,,,,,,,,"Watermelon","Raspberry","Corn","sweet potatoes",,"Arugula","Bok Choy","Chard","Collard",,"Kale",,"Lettuce",,"Spinach","Mesclun",,,,,,,,,,1,,,"Basil",,"Chive",,"Cilantro","Dill",,,"Fennel",,"Lavender",,,,"Mint","Oregano","Parsley","Sage","Thyme","lemon balm","Shade Trees","Ornamental Plantings and Flowers",,,,,,"Yes","Maybe/Uncertain","Yes",,"Garden members only",,,"We hope to raise the level to community composting and are almost finished with the new bin construction and relocation.  we also want to engage the school through composting.",,,,"Seating Area",,"Educational Signs","Raised Beds",,,"Grill",,,"Table(s)",,,,,"Chain Link",,,,,,,"Building a casita with a shed attached and wrote a grant for a greenhouse.","Workshops","Arts & Crafts",,"Picnics",,,"Barbecues",,,,,,,,"No",,,,,,,"No",,,,,,"Nothing yet, but we would like to",,"No",,,,"Nothing yet, but we would like to",,,"Yes","We just need more people, like every garden does.  Especially administrative assistance."
FALSE,1156,"This Garden not included in Settlement","Six Fifteen Green Community Garden","274 15th St.","274 15th St.","Brooklyn",40.664365,-73.987406,11215,"ROOFTOP",3,7,39,"Park Slope South","15th Street and 6th Avenue",1993,"T 3pm-5pm, R 6pm-8pm, S 10am-2pm, Su 4pm-8pm, and whenever a member is present in the garden","10,000 sq ft","http://www.615green.org","English, Spanish","Attend garden meetings, ",160,"No","Yes","The property was purchased for us by an angel anonymous donor as a green space in perpetuity. Beautiful patchwork quilt of gardens carved out of 3 lots.  The front of the garden is a lawn surrounded by ornamentals and a towering willow tree - individual plots take up the back 2/3 with a solar arbor that powers 2 amazing waterfalls in our Memorial Garden.","GrowNYC Community Garden Survey 2009/2010"," Vacant Lot ","TPL","Yes","76-100%","Used by growers","Donated",,,"Garden to School projects","Tomato","Onion","Radish","Summer Squash",,"Cucumber","Broccoli",,"Beet",,"Cantaloupe","Sweet Peppers","Jalapeño","Habañero","Cayenne",,"Pumpkin",,"Garlic",,,,,"Cabbage",,,,"Beans","Eggplant","Peas",,,"Grape",,,,"Gooseberry","Strawberry",,"Rhubarb",,"Raspberry","Corn","Mulberry, peach, plum, seagrapes, okra",,"Arugula","Bok Choy","Chard","Collard",,"Kale","Lamb's Quarters","Lettuce",,"Spinach","Mesclun",,1,,1,,,1,1,,,,,"Basil","Chamomile","Chive",,"Cilantro","Dill","Echinacea",,"Fennel",,"Lavender","Lemongrass",,,"Mint","Oregano","Parsley","Sage","Thyme",,"Shade Trees","Ornamental Plantings and Flowers",,"Shrubs","Native Plant Garden","Water Garden","Lawn, bee specific plants, butterfly specific plants","Yes","Yes","Yes","Large public composting site - Park Slope Food Coop site - compost memberships available",,"Garden members & neighborhood residents","Public","Available and open to all since 1994","Toolshed","Greenhouse or Hoop House",,"Seating Area","Gazebo/Casita","Educational Signs","Raised Beds",,"Pathways","Grill",,,"Table(s)",,,,,"Iron",,"Pond","Water Pump","Fish",,,"All in good shape","Workshops","Arts & Crafts","Movies","Picnics","Performance","Educational Events","Barbecues","Concerts",,,,,,,"No",,,,,,,"Yes","PS 295, The Brooklyn New School, PS 320, PS 10, PS 230","School garden/plot","Educational events","Regular visits by classes","In-school workshops",,,"Yes",,,,,"Our school plot from PS 295 grows food for the local Sr Center at St James St Matthew Emanuel Lutheran Church",,"Yes",
